datetime,tinggi_pasut,u_arus,v_arus,mag_arus,Hs_gelombang,Tp_gelombang,kec_angin,arah_angin,angin_sin,angin_cos,curah_hujan,jam_sin,jam_cos,bulan_sin,bulan_cos,konsentrasi_plastik
2025-02-17 00:00:00,-0.67,0.3396,-0.0465,0.3428,0.948,5.68,6.05,317.2,-0.6797,0.7335,11.18,0.0,1.0,0.866,0.5,327.97
2025-02-17 01:00:00,-0.063,0.4025,0.1377,0.4254,0.9,5.51,5.59,329.4,-0.5086,0.861,11.18,0.2588,0.9659,0.866,0.5,349.24
2025-02-17 02:00:00,0.579,0.5159,0.3909,0.6472,0.872,5.09,5.74,316.8,-0.6848,0.7288,5.45,0.5,0.866,0.866,0.5,327.32
2025-02-17 03:00:00,1.121,0.4177,0.3802,0.5649,0.887,5.76,5.69,325.9,-0.5603,0.8283,1.16,0.7071,0.7071,0.866,0.5,309.8
2025-02-17 04:00:00,1.481,0.2009,0.3858,0.435,0.88,6.78,5.95,306.6,-0.8025,0.5967,1.16,0.866,0.5,0.866,0.5,251.2
2025-02-17 05:00:00,1.412,0.0028,0.3398,0.3398,0.975,5.99,6.06,289.3,-0.9438,0.3306,3.12,0.9659,0.2588,0.866,0.5,229.1
2025-02-17 06:00:00,1.055,-0.1846,0.1436,0.2339,0.964,5.9,6.61,305.8,-0.8108,0.5853,3.12,1.0,0.0,0.866,0.5,210.08
2025-02-17 07:00:00,0.559,-0.3393,-0.0349,0.341,0.942,5.4,6.14,349.2,-0.187,0.9824,4.15,0.9659,-0.2588,0.866,0.5,241.3
2025-02-17 08:00:00,-0.087,-0.3613,-0.2286,0.4276,0.898,5.98,6.78,324.4,-0.5826,0.8127,1.02,0.866,-0.5,0.866,0.5,292.27
2025-02-17 09:00:00,-0.814,-0.2881,-0.2902,0.409,0.947,5.82,6.22,277.0,-0.9926,0.1216,1.02,0.7071,-0.7071,0.866,0.5,387.02
2025-02-17 10:00:00,-1.136,-0.0625,-0.3103,0.3166,0.955,5.72,7.34,318.3,-0.6659,0.7461,0.0,0.5,-0.866,0.866,0.5,394.43
2025-02-17 11:00:00,-1.265,0.1065,-0.2621,0.2829,0.936,5.98,6.18,346.8,-0.2276,0.9738,0.18,0.2588,-0.9659,0.866,0.5,374.93
2025-02-17 12:00:00,-1.148,0.2973,-0.0839,0.3089,1.103,5.04,6.12,334.0,-0.4378,0.8991,1.25,0.0,-1.0,0.866,0.5,341.7
2025-02-17 13:00:00,-0.653,0.4134,0.0229,0.414,0.936,5.68,6.47,347.2,-0.2221,0.975,10.65,-0.2588,-0.9659,0.866,0.5,415.62
2025-02-17 14:00:00,-0.186,0.4055,0.2311,0.4668,1.077,5.32,6.76,277.8,-0.9908,0.1355,11.82,-0.5,-0.866,0.866,0.5,305.81
2025-02-17 15:00:00,0.364,0.401,0.3664,0.5432,1.087,5.94,6.37,318.1,-0.6673,0.7448,10.75,-0.7071,-0.7071,0.866,0.5,286.53
2025-02-17 16:00:00,0.744,0.3077,0.371,0.482,1.026,5.49,6.48,306.3,-0.806,0.5919,1.35,-0.866,-0.5,0.866,0.5,237.5
2025-02-17 17:00:00,0.912,0.0331,0.2954,0.2972,1.142,5.67,6.91,329.9,-0.5019,0.8649,0.18,-0.9659,-0.2588,0.866,0.5,301.38
2025-02-17 18:00:00,0.75,-0.081,0.2025,0.2181,1.282,5.52,6.41,293.8,-0.9152,0.4031,0.49,-1.0,-0.0,0.866,0.5,342.47
2025-02-17 19:00:00,0.4,-0.16,0.0536,0.1687,1.057,6.45,6.14,293.3,-0.9182,0.3961,10.03,-0.9659,0.2588,0.866,0.5,285.48
2025-02-17 20:00:00,0.088,-0.277,-0.1048,0.2962,1.127,5.64,6.78,314.9,-0.7081,0.7062,10.09,-0.866,0.5,0.866,0.5,284.2
2025-02-17 21:00:00,-0.499,-0.2337,-0.2881,0.371,1.377,6.0,6.6,292.0,-0.9275,0.3739,12.6,-0.7071,0.7071,0.866,0.5,341.9
2025-02-17 22:00:00,-0.847,-0.165,-0.2981,0.3407,1.24,6.89,6.51,321.5,-0.6227,0.7825,4.61,-0.5,0.866,0.866,0.5,359.79
2025-02-17 23:00:00,-1.025,0.0388,-0.2575,0.2604,1.08,6.2,6.99,264.0,-0.9946,-0.1042,4.36,-0.2588,0.9659,0.866,0.5,317.15
2025-02-18 00:00:00,-0.814,0.1581,-0.1162,0.1962,1.231,5.1,6.35,344.4,-0.269,0.9631,1.55,0.0,1.0,0.866,0.5,391.84
2025-02-18 01:00:00,-0.485,0.3711,0.009,0.3712,1.4,7.03,6.6,245.4,-0.909,-0.4168,0.0,0.2588,0.9659,0.866,0.5,450.59
2025-02-18 02:00:00,0.166,0.4459,0.1423,0.4681,1.198,6.9,6.71,337.6,-0.3808,0.9247,0.0,0.5,0.866,0.866,0.5,346.16
2025-02-18 03:00:00,0.653,0.4204,0.3346,0.5373,1.267,6.94,7.04,300.5,-0.8618,0.5072,2.37,0.7071,0.7071,0.866,0.5,325.37
2025-02-18 04:00:00,0.974,0.3628,0.3634,0.5135,1.141,6.33,6.92,278.8,-0.9883,0.1523,3.89,0.866,0.5,0.866,0.5,306.49
2025-02-18 05:00:00,1.313,0.1281,0.3435,0.3666,1.301,5.66,7.14,319.2,-0.6528,0.7576,4.93,0.9659,0.2588,0.866,0.5,237.5
2025-02-18 06:00:00,1.178,-0.0393,0.2453,0.2484,1.242,6.11,6.98,337.1,-0.3885,0.9215,2.56,1.0,0.0,0.866,0.5,207.44
2025-02-18 07:00:00,0.791,-0.1845,0.0797,0.201,1.216,5.37,7.19,344.0,-0.2763,0.9611,1.04,0.9659,-0.2588,0.866,0.5,269.68
2025-02-18 08:00:00,0.184,-0.3223,-0.0818,0.3325,1.287,5.76,7.15,343.1,-0.29,0.957,0.0,0.866,-0.5,0.866,0.5,342.61
2025-02-18 09:00:00,-0.138,-0.2785,-0.2077,0.3474,1.305,5.66,6.89,293.5,-0.9168,0.3994,0.0,0.7071,-0.7071,0.866,0.5,310.09
2025-02-18 10:00:00,-0.817,-0.276,-0.3134,0.4176,1.324,5.92,7.23,320.1,-0.6412,0.7674,0.0,0.5,-0.866,0.866,0.5,352.0
2025-02-18 11:00:00,-1.151,-0.0193,-0.2767,0.2773,1.23,6.2,8.78,270.5,-1.0,0.0096,0.0,0.2588,-0.9659,0.866,0.5,325.72
2025-02-18 12:00:00,-1.097,0.1151,-0.191,0.223,1.516,6.27,7.38,317.0,-0.6822,0.7311,0.0,0.0,-1.0,0.866,0.5,296.76
2025-02-18 13:00:00,-0.857,0.2512,-0.0083,0.2514,1.511,6.24,7.76,323.5,-0.5955,0.8034,0.0,-0.2588,-0.9659,0.866,0.5,357.04
2025-02-18 14:00:00,-0.545,0.3424,0.1314,0.3667,1.298,6.06,7.0,305.6,-0.8129,0.5824,0.0,-0.5,-0.866,0.866,0.5,352.67
2025-02-18 15:00:00,-0.119,0.3897,0.2824,0.4813,1.684,7.46,7.06,269.1,-0.9999,-0.0156,2.73,-0.7071,-0.7071,0.866,0.5,348.34
2025-02-18 16:00:00,0.334,0.3649,0.3582,0.5113,1.386,7.4,7.48,300.2,-0.8647,0.5023,2.73,-0.866,-0.5,0.866,0.5,354.04
2025-02-18 17:00:00,0.676,0.229,0.3652,0.4311,1.33,6.02,7.13,2.7,0.0468,0.9989,2.97,-0.9659,-0.2588,0.866,0.5,258.26
2025-02-18 18:00:00,0.805,0.0134,0.2637,0.2641,1.376,6.47,8.84,324.8,-0.5768,0.8169,0.23,-1.0,-0.0,0.866,0.5,210.35
2025-02-18 19:00:00,0.698,-0.1512,0.116,0.1905,1.622,6.21,8.66,302.9,-0.8398,0.5429,5.12,-0.9659,0.2588,0.866,0.5,268.15
2025-02-18 20:00:00,0.423,-0.2038,-0.0038,0.2039,1.482,6.83,7.33,311.0,-0.7545,0.6563,4.88,-0.866,0.5,0.866,0.5,313.37
2025-02-18 21:00:00,0.046,-0.2982,-0.2108,0.3652,1.722,6.52,7.6,324.6,-0.5791,0.8153,6.35,-0.7071,0.7071,0.866,0.5,321.76
2025-02-18 22:00:00,-0.358,-0.2237,-0.2827,0.3605,1.659,6.32,8.0,276.3,-0.994,0.1092,6.15,-0.5,0.866,0.866,0.5,390.03
2025-02-18 23:00:00,-0.603,-0.1074,-0.2575,0.279,1.396,7.33,8.13,277.6,-0.9913,0.1317,6.15,-0.2588,0.9659,0.866,0.5,361.74
2025-02-19 00:00:00,-0.768,0.0552,-0.2304,0.2369,1.376,5.63,7.56,296.6,-0.8942,0.4477,4.67,0.0,1.0,0.866,0.5,379.97
2025-02-19 01:00:00,-0.579,0.2343,-0.0617,0.2422,1.499,5.24,7.54,302.2,-0.846,0.5331,0.0,0.2588,0.9659,0.866,0.5,368.31
2025-02-19 02:00:00,-0.336,0.2697,0.0598,0.2762,1.69,7.09,7.63,359.8,-0.0026,1.0,0.0,0.5,0.866,0.866,0.5,348.01
2025-02-19 03:00:00,0.055,0.2977,0.199,0.3581,1.437,6.2,7.23,316.8,-0.685,0.7286,6.48,0.7071,0.7071,0.866,0.5,370.89
2025-02-19 04:00:00,0.527,0.3267,0.2863,0.4344,1.706,6.42,8.3,302.1,-0.8473,0.5311,7.57,0.866,0.5,0.866,0.5,227.02
2025-02-19 05:00:00,0.904,0.3252,0.4018,0.517,1.415,7.72,7.39,316.4,-0.6895,0.7243,7.57,0.9659,0.2588,0.866,0.5,261.2
2025-02-19 06:00:00,1.024,0.1912,0.2749,0.3349,1.461,6.78,7.96,264.4,-0.9952,-0.098,1.08,1.0,0.0,0.866,0.5,256.59
2025-02-19 07:00:00,0.83,0.0302,0.2106,0.2128,1.446,6.37,7.29,292.4,-0.9246,0.381,0.0,0.9659,-0.2588,0.866,0.5,228.65
2025-02-19 08:00:00,0.587,-0.1765,0.001,0.1765,1.582,6.22,7.83,296.3,-0.8966,0.4429,0.0,0.866,-0.5,0.866,0.5,266.69
2025-02-19 09:00:00,0.266,-0.3075,-0.083,0.3185,1.465,6.65,7.42,289.5,-0.9427,0.3336,0.0,0.7071,-0.7071,0.866,0.5,314.15
2025-02-19 10:00:00,-0.301,-0.3231,-0.1675,0.3639,1.526,5.64,8.14,345.9,-0.2443,0.9697,1.49,0.5,-0.866,0.866,0.5,327.7
2025-02-19 11:00:00,-0.684,-0.1756,-0.3255,0.3698,1.588,6.33,8.1,331.5,-0.4771,0.8788,1.49,0.2588,-0.9659,0.866,0.5,327.05
2025-02-19 12:00:00,-0.925,-0.0296,-0.2689,0.2706,1.447,6.38,7.62,284.7,-0.9671,0.2544,3.06,0.0,-1.0,0.866,0.5,306.87
2025-02-19 13:00:00,-1.082,0.1782,-0.1056,0.2071,1.499,6.57,7.39,283.3,-0.9731,0.2305,1.57,-0.2588,-0.9659,0.866,0.5,334.83
2025-02-19 14:00:00,-0.899,0.2903,0.0355,0.2925,1.416,6.29,7.52,283.5,-0.9723,0.2337,1.57,-0.5,-0.866,0.866,0.5,385.79
2025-02-19 15:00:00,-0.668,0.3442,0.1956,0.3959,1.449,6.06,7.43,310.3,-0.7623,0.6472,0.0,-0.7071,-0.7071,0.866,0.5,378.8
2025-02-19 16:00:00,-0.23,0.3102,0.2723,0.4127,1.569,7.02,7.45,320.0,-0.6427,0.7661,3.9,-0.866,-0.5,0.866,0.5,390.65
2025-02-19 17:00:00,0.222,0.2475,0.4022,0.4722,1.528,5.68,8.11,325.4,-0.5678,0.8232,3.9,-0.9659,-0.2588,0.866,0.5,324.74
2025-02-19 18:00:00,0.444,0.1816,0.3223,0.3699,1.653,6.53,7.72,289.6,-0.9418,0.3361,3.9,-1.0,-0.0,0.866,0.5,340.48
2025-02-19 19:00:00,0.709,0.0591,0.1885,0.1975,1.593,6.33,8.09,310.5,-0.7599,0.65,0.0,-0.9659,0.2588,0.866,0.5,192.09
2025-02-19 20:00:00,0.666,-0.0842,0.078,0.1148,1.534,7.02,7.56,313.6,-0.7241,0.6897,0.0,-0.866,0.5,0.866,0.5,295.32
2025-02-19 21:00:00,0.509,-0.2312,-0.1001,0.2519,1.525,6.27,8.04,344.9,-0.2601,0.9656,0.0,-0.7071,0.7071,0.866,0.5,322.51
2025-02-19 22:00:00,0.2,-0.1909,-0.1381,0.2356,1.433,6.6,7.63,334.4,-0.4328,0.9015,3.08,-0.5,0.866,0.866,0.5,255.28
2025-02-19 23:00:00,-0.062,-0.1586,-0.2697,0.3129,1.412,6.52,8.42,279.1,-0.9874,0.1585,3.83,-0.2588,0.9659,0.866,0.5,305.82
2025-02-20 00:00:00,-0.382,-0.1198,-0.2258,0.2556,1.484,5.53,8.44,267.9,-0.9993,-0.0365,3.84,0.0,1.0,0.866,0.5,299.06
2025-02-20 01:00:00,-0.539,0.0227,-0.1754,0.1769,1.388,6.29,8.24,312.2,-0.7405,0.672,0.76,0.2588,0.9659,0.866,0.5,291.96
2025-02-20 02:00:00,-0.475,0.2125,-0.0511,0.2186,1.76,5.94,8.59,299.1,-0.874,0.4859,1.71,0.5,0.866,0.866,0.5,347.11
2025-02-20 03:00:00,-0.261,0.2743,0.0552,0.2798,1.622,6.8,7.69,291.0,-0.9337,0.358,8.11,0.7071,0.7071,0.866,0.5,324.68
2025-02-20 04:00:00,0.019,0.3901,0.2554,0.4663,1.375,5.94,8.34,296.1,-0.8981,0.4398,8.11,0.866,0.5,0.866,0.5,380.87
2025-02-20 05:00:00,0.357,0.3239,0.3502,0.477,1.387,6.91,8.29,329.5,-0.5077,0.8615,6.41,0.9659,0.2588,0.866,0.5,309.5
2025-02-20 06:00:00,0.605,0.2027,0.2884,0.3525,1.779,6.74,9.26,277.4,-0.9917,0.1289,0.0,1.0,0.0,0.866,0.5,260.85
2025-02-20 07:00:00,0.763,0.1017,0.2048,0.2287,1.461,6.03,9.02,1.2,0.0211,0.9998,0.0,0.9659,-0.2588,0.866,0.5,282.4
2025-02-20 08:00:00,0.707,-0.0239,0.1582,0.1601,1.297,6.8,9.71,297.1,-0.8905,0.455,0.0,0.866,-0.5,0.866,0.5,255.37
2025-02-20 09:00:00,0.664,-0.1612,-0.0546,0.1702,1.281,5.75,8.2,330.8,-0.4877,0.873,0.0,0.7071,-0.7071,0.866,0.5,286.82
2025-02-20 10:00:00,0.17,-0.2258,-0.0952,0.2451,1.266,6.61,8.61,298.3,-0.8807,0.4737,0.94,0.5,-0.866,0.866,0.5,221.47
2025-02-20 11:00:00,-0.219,-0.1569,-0.2413,0.2878,1.515,6.72,8.78,277.0,-0.9925,0.1226,0.94,0.2588,-0.9659,0.866,0.5,359.45
2025-02-20 12:00:00,-0.619,-0.0869,-0.2654,0.2792,1.316,6.05,7.89,311.4,-0.7507,0.6607,0.94,0.0,-1.0,0.866,0.5,319.42
2025-02-20 13:00:00,-0.831,0.0111,-0.175,0.1754,1.375,5.64,8.04,283.6,-0.9718,0.236,2.86,-0.2588,-0.9659,0.866,0.5,274.46
2025-02-20 14:00:00,-1.013,0.172,-0.1093,0.2038,1.432,7.0,10.03,318.7,-0.6603,0.751,7.01,-0.5,-0.866,0.866,0.5,339.77
2025-02-20 15:00:00,-0.861,0.2005,0.0327,0.2032,1.422,6.62,8.03,314.4,-0.7148,0.6993,7.01,-0.7071,-0.7071,0.866,0.5,321.8
2025-02-20 16:00:00,-0.703,0.3596,0.1911,0.4072,1.2,5.69,8.35,297.6,-0.8859,0.4638,4.15,-0.866,-0.5,0.866,0.5,332.95
2025-02-20 17:00:00,-0.279,0.2702,0.197,0.3344,1.51,6.6,8.06,318.8,-0.6589,0.7523,0.0,-0.9659,-0.2588,0.866,0.5,357.49
2025-02-20 18:00:00,0.079,0.2197,0.3498,0.4131,1.487,6.96,8.53,341.0,-0.326,0.9454,0.0,-1.0,-0.0,0.866,0.5,421.85
2025-02-20 19:00:00,0.588,0.096,0.2669,0.2836,1.276,6.23,8.12,312.3,-0.7402,0.6724,0.0,-0.9659,0.2588,0.866,0.5,350.79
2025-02-20 20:00:00,0.652,0.0303,0.1358,0.1391,1.241,6.25,7.84,296.8,-0.8927,0.4507,1.23,-0.866,0.5,0.866,0.5,258.8
2025-02-20 21:00:00,0.781,-0.0859,0.0205,0.0883,1.342,6.78,8.4,325.0,-0.5736,0.8191,2.06,-0.7071,0.7071,0.866,0.5,174.46
2025-02-20 22:00:00,0.674,-0.1268,-0.0442,0.1343,1.114,6.73,8.19,326.0,-0.5586,0.8294,3.73,-0.5,0.866,0.866,0.5,214.13
2025-02-20 23:00:00,0.4,-0.1687,-0.1513,0.2266,1.288,6.13,7.89,307.9,-0.7893,0.614,5.31,-0.2588,0.9659,0.866,0.5,266.07
2025-02-21 00:00:00,0.041,-0.1986,-0.1701,0.2615,1.137,5.32,8.41,349.3,-0.185,0.9827,4.48,0.0,1.0,0.866,0.5,293.32
2025-02-21 01:00:00,-0.265,-0.0878,-0.2119,0.2294,1.157,5.37,9.12,307.5,-0.7932,0.6089,2.81,0.2588,0.9659,0.866,0.5,330.63
2025-02-21 02:00:00,-0.465,0.0234,-0.1056,0.1082,1.161,5.68,8.2,352.2,-0.1357,0.9907,0.0,0.5,0.866,0.866,0.5,322.75
2025-02-21 03:00:00,-0.529,0.0825,0.012,0.0833,1.157,5.55,8.13,298.6,-0.8777,0.4792,0.0,0.7071,0.7071,0.866,0.5,324.36
2025-02-21 04:00:00,-0.358,0.2065,0.1418,0.2505,1.297,5.36,8.87,336.3,-0.4026,0.9154,0.0,0.866,0.5,0.866,0.5,299.85
2025-02-21 05:00:00,-0.042,0.262,0.2543,0.3651,1.06,6.82,8.21,309.5,-0.7716,0.6361,2.72,0.9659,0.2588,0.866,0.5,317.84
2025-02-21 06:00:00,0.147,0.3412,0.2519,0.4241,1.035,6.12,8.3,321.7,-0.6196,0.7849,2.72,1.0,0.0,0.866,0.5,344.16
2025-02-21 07:00:00,0.421,0.229,0.2641,0.3495,1.099,5.68,8.06,264.3,-0.9951,-0.0985,2.72,0.9659,-0.2588,0.866,0.5,273.54
2025-02-21 08:00:00,0.7,0.1472,0.1866,0.2377,1.001,5.8,8.71,9.2,0.1602,0.9871,0.0,0.866,-0.5,0.866,0.5,254.06
2025-02-21 09:00:00,0.885,-0.0536,0.1005,0.114,1.26,5.26,8.32,322.9,-0.6029,0.7978,0.66,0.7071,-0.7071,0.866,0.5,286.58
2025-02-21 10:00:00,0.577,-0.0464,0.0059,0.0468,0.969,6.35,8.14,340.4,-0.3351,0.9422,0.66,0.5,-0.866,0.866,0.5,188.49
2025-02-21 11:00:00,0.391,-0.1045,-0.167,0.197,1.079,4.94,8.57,280.6,-0.9831,0.1832,0.93,0.2588,-0.9659,0.866,0.5,343.29
2025-02-21 12:00:00,-0.021,-0.246,-0.1466,0.2864,0.967,6.02,8.31,319.3,-0.6522,0.758,0.27,0.0,-1.0,0.866,0.5,299.05
2025-02-21 13:00:00,-0.561,-0.1487,-0.2221,0.2673,1.042,4.95,8.22,310.5,-0.7602,0.6496,10.73,-0.2588,-0.9659,0.866,0.5,348.63
2025-02-21 14:00:00,-0.849,-0.0112,-0.1494,0.1498,1.002,5.61,8.04,288.6,-0.948,0.3183,18.7,-0.5,-0.866,0.866,0.5,288.55
2025-02-21 15:00:00,-0.974,0.1064,-0.012,0.1071,0.896,6.3,8.87,347.1,-0.2227,0.9749,18.7,-0.7071,-0.7071,0.866,0.5,330.66
2025-02-21 16:00:00,-1.039,0.1606,0.0714,0.1758,0.997,4.99,8.28,318.7,-0.6606,0.7508,10.64,-0.866,-0.5,0.866,0.5,293.62
2025-02-21 17:00:00,-0.785,0.2522,0.1752,0.3071,0.914,5.63,8.51,313.6,-0.7236,0.6902,3.34,-0.9659,-0.2588,0.866,0.5,383.69
2025-02-21 18:00:00,-0.399,0.2683,0.2003,0.3348,0.97,6.09,8.15,330.6,-0.4906,0.8714,3.34,-1.0,-0.0,0.866,0.5,385.77
2025-02-21 19:00:00,0.054,0.2689,0.2255,0.3509,1.002,6.05,7.9,293.6,-0.9161,0.4009,1.55,-0.9659,0.2588,0.866,0.5,345.16
2025-02-21 20:00:00,0.511,0.2358,0.2522,0.3452,0.962,5.8,8.14,319.0,-0.6556,0.7551,0.62,-0.866,0.5,0.866,0.5,343.98
2025-02-21 21:00:00,0.789,0.05,0.1282,0.1376,0.917,5.95,7.99,317.3,-0.6787,0.7344,0.62,-0.7071,0.7071,0.866,0.5,213.75
2025-02-21 22:00:00,0.96,0.0092,0.0276,0.0291,1.007,5.52,8.01,318.4,-0.6645,0.7473,1.68,-0.5,0.866,0.866,0.5,141.86
2025-02-21 23:00:00,0.811,-0.1514,-0.0318,0.1547,0.864,6.6,7.87,340.7,-0.3308,0.9437,1.75,-0.2588,0.9659,0.866,0.5,208.83
2025-02-22 00:00:00,0.568,-0.1995,-0.1698,0.262,0.973,4.97,8.06,304.4,-0.8252,0.5648,9.22,0.0,1.0,0.866,0.5,279.46
2025-02-22 01:00:00,0.08,-0.1233,-0.1638,0.2051,0.852,6.2,9.17,301.8,-0.8503,0.5262,7.54,0.2588,0.9659,0.866,0.5,330.94
2025-02-22 02:00:00,-0.229,-0.0567,-0.1526,0.1628,0.914,5.79,8.0,299.6,-0.8691,0.4946,7.98,0.5,0.866,0.866,0.5,322.09
2025-02-22 03:00:00,-0.507,0.041,-0.0895,0.0985,0.906,6.0,8.08,298.6,-0.8779,0.4788,1.94,0.7071,0.7071,0.866,0.5,320.16
2025-02-22 04:00:00,-0.777,0.0688,-0.0105,0.0696,0.808,5.96,7.84,342.6,-0.2997,0.954,3.2,0.866,0.5,0.866,0.5,317.56
2025-02-22 05:00:00,-0.58,0.2035,0.0887,0.222,0.982,6.07,8.73,313.2,-0.7286,0.685,7.51,0.9659,0.2588,0.866,0.5,414.35
2025-02-22 06:00:00,-0.273,0.3177,0.1568,0.3542,1.024,5.44,8.03,340.6,-0.3327,0.943,6.07,1.0,0.0,0.866,0.5,373.66
2025-02-22 07:00:00,-0.018,0.2954,0.2486,0.3861,1.066,5.76,8.13,321.8,-0.6187,0.7856,6.31,0.9659,-0.2588,0.866,0.5,338.6
2025-02-22 08:00:00,0.515,0.2038,0.2106,0.293,0.814,4.84,7.55,293.1,-0.9195,0.3931,1.5,0.866,-0.5,0.866,0.5,288.32
2025-02-22 09:00:00,0.745,0.1729,0.2093,0.2715,0.899,5.53,8.6,277.3,-0.9918,0.1275,1.5,0.7071,-0.7071,0.866,0.5,237.18
2025-02-22 10:00:00,0.799,0.0109,0.0891,0.0897,0.858,5.79,7.72,278.7,-0.9885,0.1512,0.0,0.5,-0.866,0.866,0.5,241.63
2025-02-22 11:00:00,0.717,0.0009,-0.0336,0.0336,1.045,6.18,7.85,292.7,-0.9223,0.3864,0.0,0.2588,-0.9659,0.866,0.5,187.69
2025-02-22 12:00:00,0.423,-0.0878,-0.096,0.13,0.854,5.82,7.71,340.5,-0.3339,0.9426,0.0,0.0,-1.0,0.866,0.5,258.51
2025-02-22 13:00:00,-0.065,-0.1529,-0.1566,0.2189,1.201,5.2,9.49,347.5,-0.2161,0.9764,0.0,-0.2588,-0.9659,0.866,0.5,299.45
2025-02-22 14:00:00,-0.539,-0.0919,-0.1248,0.155,0.964,5.48,7.62,317.3,-0.6779,0.7352,0.0,-0.5,-0.866,0.866,0.5,257.31
2025-02-22 15:00:00,-1.02,-0.0616,-0.1304,0.1443,0.954,5.42,7.78,338.2,-0.3718,0.9283,0.0,-0.7071,-0.7071,0.866,0.5,336.65
2025-02-22 16:00:00,-1.181,0.0804,-0.0544,0.0971,0.895,5.02,7.47,301.1,-0.856,0.5169,0.0,-0.866,-0.5,0.866,0.5,291.49
2025-02-22 17:00:00,-1.223,0.2272,0.0887,0.2439,0.782,5.11,8.13,299.3,-0.872,0.4894,0.0,-0.9659,-0.2588,0.866,0.5,317.73
2025-02-22 18:00:00,-0.867,0.2717,0.1509,0.3108,0.921,5.71,8.03,334.3,-0.4341,0.9008,0.0,-1.0,-0.0,0.866,0.5,338.57
2025-02-22 19:00:00,-0.421,0.2978,0.2501,0.3889,0.884,6.37,7.67,319.2,-0.654,0.7565,0.0,-0.9659,0.2588,0.866,0.5,308.23
2025-02-22 20:00:00,0.159,0.2264,0.2625,0.3467,0.869,5.16,7.34,333.3,-0.4487,0.8937,0.0,-0.866,0.5,0.866,0.5,272.83
2025-02-22 21:00:00,0.784,0.2208,0.1771,0.2831,0.967,5.2,8.57,316.3,-0.6911,0.7227,0.0,-0.7071,0.7071,0.866,0.5,250.75
2025-02-22 22:00:00,1.138,0.1464,0.1723,0.2261,0.956,5.46,7.38,305.6,-0.8129,0.5823,0.0,-0.5,0.866,0.866,0.5,165.8
2025-02-22 23:00:00,1.227,0.0269,0.1023,0.1057,0.852,5.79,8.05,309.6,-0.7704,0.6375,0.0,-0.2588,0.9659,0.866,0.5,133.09
2025-02-23 00:00:00,0.985,-0.0984,0.0123,0.0991,0.845,6.22,7.36,322.7,-0.6063,0.7952,0.0,0.0,1.0,0.866,0.5,163.86
2025-02-23 01:00:00,0.64,-0.2043,-0.0766,0.2182,0.958,5.71,7.46,321.0,-0.6294,0.7771,0.0,0.2588,0.9659,0.866,0.5,214.43
2025-02-23 02:00:00,0.205,-0.2661,-0.1148,0.2898,0.95,5.02,7.27,291.7,-0.9291,0.3698,0.0,0.5,0.866,0.866,0.5,274.29
2025-02-23 03:00:00,-0.359,-0.1495,-0.1468,0.2095,0.931,5.11,7.54,312.0,-0.7436,0.6686,4.7,0.7071,0.7071,0.866,0.5,332.07
2025-02-23 04:00:00,-0.631,-0.0362,-0.1148,0.1204,0.919,5.8,7.66,277.0,-0.9926,0.1216,6.72,0.866,0.5,0.866,0.5,272.41
2025-02-23 05:00:00,-0.884,0.0921,-0.0221,0.0947,0.961,6.26,7.9,306.3,-0.8062,0.5916,11.3,0.9659,0.2588,0.866,0.5,286.58
2025-02-23 06:00:00,-0.79,0.2495,0.0279,0.251,1.065,6.81,6.91,292.0,-0.9273,0.3743,6.6,1.0,0.0,0.866,0.5,291.54
2025-02-23 07:00:00,-0.482,0.386,0.1971,0.4334,0.931,5.13,7.92,238.9,-0.8558,-0.5172,6.17,0.9659,-0.2588,0.866,0.5,341.69
2025-02-23 08:00:00,0.012,0.3342,0.198,0.3885,0.891,5.74,6.94,10.3,0.178,0.984,5.32,0.866,-0.5,0.866,0.5,353.83
2025-02-23 09:00:00,0.479,0.2778,0.2539,0.3764,0.969,5.26,7.51,295.7,-0.9011,0.4335,7.76,0.7071,-0.7071,0.866,0.5,318.41
2025-02-23 10:00:00,0.879,0.1775,0.1438,0.2284,0.934,5.28,9.11,291.5,-0.9306,0.366,6.17,0.5,-0.866,0.866,0.5,290.89
2025-02-23 11:00:00,1.021,0.062,0.1442,0.157,0.947,5.25,8.7,355.6,-0.0772,0.997,2.45,0.2588,-0.9659,0.866,0.5,265.15
2025-02-23 12:00:00,0.79,-0.1071,0.0098,0.1075,1.184,5.89,6.83,285.7,-0.9627,0.2706,1.5,0.0,-1.0,0.866,0.5,265.99
2025-02-23 13:00:00,0.369,-0.1677,-0.098,0.1943,1.064,5.46,6.89,278.7,-0.9885,0.1515,1.5,-0.2588,-0.9659,0.866,0.5,241.5
2025-02-23 14:00:00,-0.209,-0.1957,-0.0717,0.2084,0.975,7.02,7.47,309.9,-0.7676,0.641,2.89,-0.5,-0.866,0.866,0.5,335.34
2025-02-23 15:00:00,-0.669,-0.1781,-0.1105,0.2096,1.073,5.68,7.23,302.6,-0.8422,0.5391,1.39,-0.7071,-0.7071,0.866,0.5,299.17
2025-02-23 16:00:00,-1.203,-0.0783,-0.1173,0.141,1.392,6.82,6.87,299.0,-0.8745,0.4851,6.18,-0.866,-0.5,0.866,0.5,291.96
